contractor_id,district_id,company_size,years_active,number_of_workers,complaint_count,resolved_cases,average_delay_days,average_wage_gap,risk_index,NGO_reports,inspection_history,blacklisted
C00375,D081,13,7.8,13,8,6,8.5,38.87,28.37,0,0,False
C00376,D079,1,0.4,1,2,0,4.2,24.49,5.09,0,3,False
C00377,D053,9,0.4,9,0,0,0.1,0.0,8.43,0,0,False
C00378,D027,2,3.9,2,5,4,2.0,22.24,18.23,0,2,False
C00379,D064,26,0.9,26,0,0,1.0,51.02,14.07,1,2,False
C00380,D020,34,0.0,34,1,0,8.8,38.2,24.93,2,1,False
C00381,D019,5,2.8,5,1,0,1.1,23.93,5.7,1,1,False
C00382,D058,18,0.7,18,1,0,1.1,1.76,4.76,0,1,False
C00383,D049,29,0.9,29,7,6,0.4,2.5,17.79,1,1,False
C00384,D028,30,0.4,30,12,7,12.3,39.63,49.42,0,1,False
C00385,D087,15,1.1,15,3,2,0.8,1.87,7.25,0,2,False
C00386,D083,25,6.3,25,1,0,1.9,49.67,4.19,0,1,False
C00387,D076,6,8.3,6,4,2,2.5,24.34,18.23,0,1,False
C00388,D044,13,3.0,13,6,4,0.4,43.51,36.72,0,1,False
C00389,D044,7,3.5,7,6,5,0.7,58.64,36.27,1,2,False
C00390,D097,5,0.2,5,0,0,1.3,5.06,11.99,1,0,False
C00391,D079,12,0.4,12,5,3,3.4,43.77,28.78,2,3,False
C00392,D067,17,1.5,17,0,0,2.3,15.01,6.73,0,1,False
C00393,D045,38,3.9,38,6,5,3.9,28.14,37.07,1,3,False
C00394,D041,15,6.7,15,3,1,5.0,44.55,11.38,0,1,False
C00395,D081,23,4.6,23,2,1,4.6,29.85,18.92,0,1,False
C00396,D025,23,2.5,23,1,0,2.2,61.06,20.56,0,3,False
C00397,D074,179,0.6,179,8,1,1.8,17.33,20.49,0,1,False
C00398,D055,1,7.6,1,0,0,0.9,0.0,7.85,0,2,False
C00399,D098,6,2.3,6,8,7,6.4,75.08,57.18,0,3,False
C00400,D042,53,6.7,53,2,1,2.2,0.0,8.26,0,0,False
C00401,D005,8,3.6,8,12,10,18.1,84.13,39.28,1,3,False
C00402,D098,29,6.7,29,7,5,2.0,43.62,26.31,2,3,False
C00403,D001,15,11.9,15,2,1,6.0,35.74,13.11,0,3,False
C00404,D085,100,12.7,100,0,0,0.1,12.83,4.98,0,0,False
C00405,D037,4,3.8,4,2,1,1.4,30.02,12.57,0,1,False
C00406,D006,41,3.6,41,0,0,0.7,7.35,5.56,0,6,False
C00407,D055,70,1.5,70,3,1,0.2,20.71,11.84,0,2,False
C00408,D026,4,13.7,4,3,1,1.4,13.79,5.86,0,2,False
C00409,D024,26,3.1,26,1,0,0.1,16.36,4.67,0,2,False
C00410,D051,4,0.7,4,3,2,3.8,7.24,11.87,0,1,False
C00411,D061,12,2.8,12,5,3,12.7,54.44,39.92,0,0,False
C00412,D005,9,0.7,9,1,0,0.6,23.8,10.34,1,1,False
C00413,D040,1,3.5,1,1,0,0.3,36.3,11.7,0,1,False
C00414,D038,18,4.1,18,1,0,0.1,44.14,4.84,0,0,False
C00415,D070,14,2.1,14,8,3,2.1,24.41,22.14,0,3,False
C00416,D069,53,0.4,53,0,0,6.7,11.53,14.46,0,4,False
C00417,D082,22,14.4,22,6,5,5.2,0.0,19.8,1,3,False
C00418,D026,120,7.4,120,4,3,5.4,42.85,20.13,0,1,False
C00419,D036,13,9.1,13,3,2,2.5,30.41,12.29,1,1,False
C00420,D093,10,2.3,10,15,12,9.7,27.99,34.95,0,2,False
C00421,D082,10,7.2,10,4,3,10.7,18.69,11.65,0,2,False
C00422,D020,7,3.3,7,7,6,19.3,75.29,33.04,3,3,False
C00423,D026,1,1.1,1,2,1,0.1,0.0,7.66,1,2,False
C00424,D089,9,0.7,9,6,3,3.4,37.45,23.59,1,1,False
C00425,D024,1,2.1,1,1,0,1.4,0.0,3.15,0,0,False
C00426,D030,19,0.7,19,3,2,12.9,23.31,12.36,0,1,False
C00427,D057,3,30.0,3,9,6,1.3,61.05,21.96,1,4,False
C00428,D033,4,0.3,4,5,3,4.1,38.73,14.01,0,2,False
C00429,D092,6,2.9,6,6,4,31.5,38.97,45.92,1,2,False
C00430,D038,9,3.0,9,5,4,3.0,51.29,21.17,1,1,False
C00431,D014,12,1.8,12,2,1,2.6,32.34,18.81,2,1,False
C00432,D085,36,4.2,36,2,1,0.6,23.86,17.43,0,1,False
C00433,D011,6,0.8,6,2,1,2.4,57.97,19.26,0,1,False
C00434,D007,19,7.7,19,3,1,9.9,0.72,12.09,1,1,False
C00435,D050,186,2.0,186,3,2,6.1,28.0,12.04,0,1,False
C00436,D029,17,4.5,17,4,2,2.1,27.02,26.01,0,2,False
C00437,D072,10,6.3,10,7,4,20.3,32.82,20.79,0,0,False
C00438,D050,5,11.0,5,0,0,0.2,0.0,6.03,0,1,False
C00439,D057,10,9.0,10,6,5,32.9,23.55,21.96,2,1,False
C00440,D098,5,4.7,5,1,0,2.3,31.39,12.36,0,1,False
C00441,D054,15,2.5,15,5,3,1.7,14.5,20.71,1,0,False
C00442,D077,13,3.5,13,4,2,1.0,8.95,15.43,1,2,False
C00443,D080,1,7.3,1,2,0,1.9,2.94,4.85,0,1,False
C00444,D097,11,10.5,11,3,2,6.2,61.82,21.78,1,2,False
C00445,D030,35,0.5,35,5,4,37.4,23.66,36.55,1,2,False
C00446,D044,8,2.4,8,2,1,34.6,5.72,41.93,3,1,False
C00447,D003,6,7.5,6,0,0,4.3,4.76,7.92,0,1,False
C00448,D024,3,2.8,3,5,3,1.2,0.0,12.58,1,0,False
C00449,D086,1,2.0,1,2,1,4.7,17.78,9.18,1,0,False
C00450,D066,27,2.6,27,1,0,4.2,8.37,10.73,0,2,False
C00451,D046,10,4.6,10,1,0,10.8,9.77,15.96,1,0,False
C00452,D043,26,30.0,26,4,2,2.8,47.47,15.18,0,0,False
C00453,D059,56,3.4,56,7,5,2.7,52.94,35.48,1,2,False
C00454,D066,30,1.2,30,2,1,6.0,43.09,10.68,0,2,False
C00455,D097,7,0.9,7,12,9,9.7,68.42,34.12,3,3,False
C00456,D070,14,0.2,14,6,4,4.3,0.0,21.67,1,2,False
C00457,D009,6,4.1,6,9,8,10.4,44.4,35.17,0,2,False
C00458,D019,5,3.9,5,4,3,11.7,0.0,17.08,2,3,False
C00459,D097,17,1.1,17,1,0,0.5,22.45,12.32,0,1,False
C00460,D006,5,5.9,5,0,0,0.1,16.79,1.81,0,1,False
C00461,D006,1,6.8,1,3,2,0.4,29.1,9.23,0,1,False
C00462,D062,5,1.5,5,3,2,2.2,0.37,8.12,0,1,False
C00463,D015,8,2.1,8,3,1,0.7,40.74,11.78,0,0,False
C00464,D054,55,23.3,55,2,1,0.4,10.9,18.77,1,5,False
C00465,D023,7,2.3,7,7,6,8.0,36.89,28.93,0,2,False
C00466,D086,20,7.2,20,11,8,2.8,40.89,29.59,0,0,False
C00467,D025,10,3.0,10,3,1,5.1,79.63,18.25,0,1,False
C00468,D093,41,7.9,41,0,0,1.7,2.5,6.12,0,2,False
C00469,D089,38,7.3,38,5,4,2.0,23.83,21.31,1,0,False
C00470,D081,39,5.5,39,3,1,10.0,31.29,16.51,0,1,False
C00471,D058,2,9.6,2,2,1,4.8,6.19,16.46,1,1,False
C00472,D059,14,14.0,14,7,6,9.9,63.02,35.17,1,3,False
C00473,D093,26,4.3,26,0,0,3.7,0.0,5.69,0,1,False
C00474,D017,17,1.4,17,1,0,12.9,0.0,16.25,0,2,False
C00475,D059,23,2.5,23,3,1,3.0,7.45,5.81,1,1,False
C00476,D055,12,7.1,12,5,3,2.7,35.69,10.6,0,0,False
C00477,D095,5,5.3,5,2,1,1.4,0.0,6.08,0,1,False
C00478,D037,2,1.0,2,3,0,2.2,28.61,18.62,0,0,False
C00479,D028,6,0.3,6,8,7,1.6,35.93,35.63,1,0,False
C00480,D096,177,5.7,177,2,1,10.1,46.33,22.95,0,3,False
C00481,D081,7,1.4,7,0,0,2.9,15.07,5.13,0,3,False
C00482,D088,1,3.5,1,2,1,2.0,17.01,13.88,0,1,False
C00483,D069,25,6.9,25,2,1,7.4,21.15,11.78,0,1,False
C00484,D073,28,4.1,28,1,0,0.8,43.2,2.11,0,5,False
C00485,D013,44,0.4,44,3,2,30.6,92.83,42.59,2,1,False
C00486,D039,19,1.0,19,8,5,22.1,42.17,40.63,0,3,False
C00487,D069,28,1.2,28,2,1,0.1,0.0,8.62,0,1,False
C00488,D056,76,1.5,76,3,2,2.3,37.6,26.22,0,2,False
C00489,D004,5,4.2,5,5,4,5.7,0.0,18.05,1,4,False
C00490,D060,4,3.5,4,3,1,8.2,21.43,16.18,0,2,False
C00491,D008,4,1.1,4,8,5,35.0,110.56,58.32,2,1,False
C00492,D008,9,0.3,9,3,2,9.8,49.45,22.82,0,5,False
C00493,D067,51,0.9,51,3,2,0.3,14.3,8.82,0,2,False
C00494,D062,20,20.8,20,1,0,0.2,40.87,13.17,0,2,False
C00495,D005,19,3.2,19,4,3,4.3,7.71,14.1,1,0,False
C00496,D038,1,10.1,1,2,1,2.6,78.05,24.25,0,3,False
C00497,D085,6,9.4,6,1,0,5.6,9.01,9.81,1,0,False
C00498,D059,1,3.6,1,5,4,10.4,30.25,26.46,0,1,False
C00499,D085,39,6.1,39,3,1,19.1,8.79,19.98,0,1,False
C00500,D082,59,1.1,59,1,0,0.1,0.88,1.94,0,2,False
C00501,D042,26,5.8,26,0,0,8.4,41.99,6.08,0,0,False
C00502,D009,4,1.6,4,0,0,1.5,35.81,8.33,0,4,False
C00503,D091,53,8.9,53,5,3,1.7,0.44,14.17,0,0,False
C00504,D040,9,0.4,9,1,0,2.6,63.67,9.33,0,2,False
C00505,D039,3,7.4,3,2,1,4.6,12.35,7.39,1,0,False
C00506,D036,4,0.5,4,2,1,28.2,27.64,29.12,1,1,False
C00507,D074,7,10.7,7,6,3,7.4,62.82,31.87,0,0,False
C00508,D037,12,1.8,12,2,1,2.7,41.07,16.9,0,2,False
C00509,D047,10,5.3,10,1,0,1.8,21.48,15.58,0,1,False
C00510,D021,2,3.3,2,3,1,3.2,12.22,15.63,1,2,False
C00511,D053,40,2.3,40,9,4,18.4,69.65,42.01,4,2,False
C00512,D056,10,5.2,10,2,1,0.1,16.35,8.18,0,1,False
C00513,D025,5,14.7,5,9,3,20.1,66.18,48.62,1,2,False
C00514,D045,36,0.2,36,5,3,0.5,45.93,12.26,0,2,False
C00515,D071,3,12.6,3,4,3,5.1,39.45,11.53,0,0,False
C00516,D099,2,4.7,2,1,0,0.3,57.14,12.63,0,0,False
C00517,D015,43,8.2,43,2,1,0.3,12.71,6.64,0,1,False
C00518,D045,80,2.4,80,3,0,1.4,2.93,3.81,1,1,False
C00519,D059,7,3.2,7,2,1,4.1,36.02,13.41,0,2,False
C00520,D018,11,10.2,11,2,1,1.7,27.01,17.99,0,1,False
C00521,D009,3,2.7,3,6,4,7.4,52.66,33.9,0,0,False
C00522,D019,12,3.8,12,4,2,5.9,33.15,11.83,0,0,False
C00523,D002,7,0.1,7,6,5,3.1,7.12,15.62,0,2,False
C00524,D061,10,0.9,10,5,2,2.0,11.28,14.9,0,4,False
C00525,D079,18,5.1,18,3,2,4.2,82.81,28.72,0,3,False
C00526,D007,4,6.3,4,3,1,0.8,41.35,13.07,0,3,False
C00527,D075,8,4.4,8,6,5,9.2,0.0,20.82,0,0,False
C00528,D001,2,0.8,2,1,0,2.5,4.05,12.74,0,1,False
C00529,D001,8,2.9,8,3,2,2.7,59.23,17.73,1,2,False
C00530,D056,11,2.2,11,9,7,7.1,35.39,31.58,1,1,False
C00531,D081,15,3.4,15,4,2,4.1,15.71,13.33,1,2,False
C00532,D020,15,10.2,15,0,0,0.5,0.0,4.27,0,1,False
C00533,D061,30,7.5,30,5,3,7.8,42.33,21.79,0,3,False
C00534,D064,2,0.4,2,3,2,0.5,0.0,13.58,0,1,False
C00535,D048,2,11.1,2,1,0,7.0,10.48,14.3,0,2,False
C00536,D024,20,3.2,20,2,1,1.9,37.34,19.55,0,1,False
C00537,D048,1,6.8,1,2,1,1.9,90.95,29.37,0,0,False
C00538,D049,14,0.8,14,3,1,10.5,5.96,8.73,1,1,False
C00539,D042,3,5.6,3,2,1,10.0,18.78,16.24,0,5,False
C00540,D043,58,1.3,58,4,2,7.4,99.36,22.97,0,2,False
C00541,D040,15,2.9,15,7,2,6.4,0.0,26.51,2,2,False
C00542,D040,9,0.1,9,1,0,1.0,10.32,9.16,0,2,False
C00543,D074,41,0.8,41,4,3,5.2,3.66,17.23,0,2,False
C00544,D046,4,0.5,4,3,1,0.7,0.0,7.54,0,2,False
C00545,D078,5,1.4,5,5,2,2.3,30.84,13.15,1,3,False
C00546,D054,3,0.5,3,5,4,5.0,23.58,19.75,0,0,False
C00547,D081,5,5.9,5,3,1,0.7,28.47,8.05,1,0,False
C00548,D089,12,0.1,12,7,6,7.4,50.79,26.2,1,2,False
C00549,D067,19,4.8,19,5,4,2.0,8.17,24.38,0,0,False
C00550,D027,31,0.8,31,4,3,0.9,0.0,17.68,0,0,False
C00551,D092,1,14.5,1,1,0,1.7,20.75,3.53,0,1,False
C00552,D013,10,13.5,10,4,2,7.0,0.0,19.98,0,1,False
C00553,D035,4,1.3,4,1,0,0.5,0.0,4.84,0,1,False
C00554,D037,9,4.8,9,8,5,9.9,42.09,24.88,0,0,False
C00555,D068,125,0.1,125,5,4,1.1,45.33,18.27,0,2,False
C00556,D100,16,13.4,16,3,0,7.3,25.87,18.47,0,2,False
C00557,D073,29,3.7,29,1,0,0.0,28.95,3.68,0,2,False
C00558,D082,86,0.2,86,3,2,0.1,14.96,18.64,0,3,False
C00559,D014,37,2.1,37,5,3,0.6,47.99,24.64,0,0,False
C00560,D018,7,0.4,7,3,0,1.4,3.57,8.14,0,2,False
C00561,D052,3,2.5,3,12,8,1.8,61.28,30.56,2,1,False
C00562,D077,11,5.5,11,1,0,3.4,5.64,7.98,0,0,False
C00563,D030,6,3.2,6,13,11,19.5,24.45,19.83,0,2,False
C00564,D087,2,2.4,2,11,7,6.7,70.74,35.42,2,2,False
C00565,D093,15,0.6,15,3,2,4.1,29.63,15.05,0,0,False
C00566,D023,15,1.4,15,0,0,0.5,0.0,4.08,0,4,False
C00567,D045,71,0.5,71,6,4,4.5,91.16,27.62,0,2,False
C00568,D034,8,8.2,8,3,1,6.0,0.0,20.22,0,3,False
C00569,D005,16,0.7,16,14,11,9.7,31.87,42.2,2,3,False
C00570,D095,6,4.5,6,2,0,1.2,41.49,10.83,1,0,False
C00571,D043,29,2.1,29,5,4,2.1,58.39,24.33,1,0,False
C00572,D094,10,1.3,10,6,4,8.1,51.37,28.5,3,0,False
C00573,D056,3,5.1,3,3,1,4.1,1.85,5.64,1,0,False
C00574,D082,12,3.1,12,4,3,0.2,11.96,12.16,0,1,False
C00575,D059,18,2.6,18,2,1,0.2,14.05,7.49,0,1,False
C00576,D064,15,4.5,15,8,3,2.5,49.1,35.21,1,0,False
C00577,D068,34,3.4,34,6,3,7.1,16.69,20.67,0,1,False
C00578,D016,2,1.8,2,3,2,0.6,40.77,23.65,0,0,False
C00579,D063,5,4.1,5,7,3,20.3,60.79,30.18,1,0,False
C00580,D035,23,5.5,23,0,0,0.3,0.0,1.92,0,0,False
C00581,D098,5,0.1,5,9,8,2.3,85.34,45.53,0,0,False
C00582,D008,15,3.1,15,2,1,3.6,11.93,10.74,0,0,False
C00583,D081,1,0.3,1,4,2,37.6,40.31,32.66,2,0,False
C00584,D069,184,1.0,184,11,7,14.9,59.15,37.58,0,4,False
C00585,D041,9,4.1,9,0,0,0.7,37.34,4.12,0,1,False
C00586,D050,40,10.1,40,4,1,20.5,53.11,28.34,1,4,False
C00587,D055,8,10.7,8,3,2,1.7,47.9,13.16,0,1,False
C00588,D094,18,0.4,18,6,3,1.2,24.75,20.57,0,1,False
C00589,D093,54,2.7,54,5,4,17.0,29.26,14.91,1,0,False
C00590,D083,39,4.4,39,1,0,1.5,25.63,4.01,0,1,False
C00591,D082,9,0.8,9,5,3,2.3,29.49,28.19,2,1,False
C00592,D056,10,7.3,10,14,7,11.2,28.15,39.05,3,2,False
C00593,D076,33,6.8,33,3,1,5.4,1.36,17.56,1,1,False
C00594,D021,125,11.7,125,0,0,0.4,21.53,2.41,0,1,False
C00595,D024,14,0.0,14,3,2,6.3,65.31,17.06,0,1,False
C00596,D089,86,1.2,86,4,2,4.0,33.21,31.58,0,3,False
C00597,D049,9,8.8,9,6,5,5.6,35.8,34.51,3,0,False
C00598,D075,31,5.6,31,6,5,23.9,70.25,14.51,0,3,False
C00599,D018,36,11.2,36,0,0,9.6,0.0,8.29,0,2,False
C00600,D070,8,0.3,8,7,3,0.8,61.49,24.96,0,2,False
C00601,D084,5,4.5,5,10,6,7.9,58.42,32.16,5,4,False
C00602,D076,38,4.2,38,11,9,2.8,59.95,38.99,1,1,False
C00603,D001,7,0.2,7,9,6,2.7,42.95,26.83,0,0,False
C00604,D017,4,3.6,4,3,1,6.1,30.13,17.38,0,1,False
C00605,D084,6,4.7,6,2,1,2.9,13.28,7.08,0,0,False
C00606,D023,7,1.1,7,1,0,0.6,17.68,5.48,0,1,False
C00607,D047,28,1.6,28,2,1,5.7,0.0,23.35,0,1,False
C00608,D040,20,5.1,20,2,1,4.5,25.39,13.85,0,5,False
C00609,D055,24,3.2,24,12,8,8.1,71.48,36.59,1,2,False
C00610,D085,18,9.8,18,5,4,0.0,21.51,28.16,0,2,False
C00611,D094,6,2.1,6,1,0,0.3,29.62,9.38,0,4,False
C00612,D065,24,1.6,24,11,8,1.1,58.4,36.33,0,1,False
C00613,D064,39,21.0,39,3,1,4.2,28.27,28.82,0,0,False
C00614,D067,21,12.1,21,4,2,4.0,14.78,23.05,0,2,False
C00615,D047,19,0.1,19,7,2,3.1,17.13,26.03,1,1,False
C00616,D090,5,7.4,5,12,7,10.1,33.5,39.92,2,0,False
C00617,D016,15,0.6,15,1,0,0.6,4.95,19.63,1,4,False
C00618,D071,5,0.1,5,8,7,24.7,23.45,17.91,1,0,False
C00619,D060,11,1.6,11,3,1,3.2,42.38,20.46,1,2,False
C00620,D059,2,1.6,2,5,2,0.4,93.11,32.17,1,1,False
C00621,D070,2,8.6,2,0,0,6.2,25.12,15.31,0,1,False
C00622,D071,10,6.2,10,2,1,1.2,0.0,15.62,1,1,False
C00623,D074,7,20.0,7,1,0,0.1,25.13,5.74,0,1,False
C00624,D050,13,6.2,13,0,0,0.3,11.89,3.64,0,0,False
C00625,D013,10,2.7,10,3,2,0.1,28.19,11.78,0,3,False
C00626,D045,12,6.0,12,3,2,2.5,26.48,12.55,0,2,False
C00627,D008,22,30.0,22,11,6,1.3,29.0,28.17,2,2,False
C00628,D017,7,6.2,7,1,0,5.5,24.64,8.94,0,3,False
C00629,D074,9,7.2,9,2,1,5.7,34.04,14.54,4,3,False
C00630,D037,52,13.9,52,8,6,18.7,21.71,28.64,1,3,False
C00631,D077,12,0.6,12,5,3,2.3,33.94,19.8,0,1,False
C00632,D048,10,6.1,10,2,1,7.0,17.19,11.92,2,1,False
C00633,D096,13,9.5,13,0,0,1.4,16.15,2.7,0,1,False
C00634,D020,10,15.4,10,5,4,0.5,74.72,17.88,0,4,False
C00635,D085,5,1.2,5,3,2,8.4,37.92,27.33,0,0,False
C00636,D010,4,3.5,4,7,5,20.9,75.22,32.12,1,6,False
C00637,D054,5,5.7,5,9,8,18.3,35.7,39.98,2,5,False
C00638,D040,29,1.4,29,6,5,10.0,47.36,26.96,0,0,False
C00639,D018,6,4.6,6,3,2,6.8,51.76,32.66,3,3,False
C00640,D085,10,1.5,10,1,0,5.5,11.92,6.84,0,0,False
C00641,D076,24,2.0,24,7,3,28.1,43.94,45.91,0,0,False
C00642,D064,9,2.9,9,6,5,9.3,79.25,31.74,0,1,False
C00643,D021,22,3.8,22,5,2,0.5,58.92,30.43,1,2,False
C00644,D095,2,3.0,2,5,2,12.7,32.05,21.23,3,0,False
C00645,D016,10,3.4,10,2,1,8.6,4.52,11.56,0,1,False
C00646,D011,13,1.8,13,1,0,0.2,20.24,8.19,0,0,False
C00647,D026,12,0.9,12,1,0,2.0,29.97,7.48,1,0,False
C00648,D065,2,0.2,2,7,5,0.8,25.35,20.51,0,0,False
C00649,D051,40,1.1,40,4,2,4.1,31.26,20.59,1,1,False
C00650,D076,5,4.4,5,10,5,4.2,57.46,34.9,0,3,False
C00651,D054,17,7.7,17,5,3,5.7,24.76,30.04,0,2,False
C00652,D041,12,0.9,12,3,1,5.2,19.15,34.12,0,1,False
C00653,D089,33,0.6,33,2,1,11.8,4.71,13.46,0,0,False
C00654,D020,108,6.9,108,3,1,13.2,14.85,23.48,4,4,False
C00655,D019,3,1.8,3,13,9,12.0,70.65,45.44,1,1,False
C00656,D038,6,15.1,6,1,0,0.9,30.14,6.65,0,2,False
C00657,D061,14,6.3,14,1,0,0.7,17.53,10.96,1,0,False
C00658,D011,4,2.0,4,8,6,5.3,54.18,46.28,0,2,False
C00659,D093,26,1.7,26,4,2,0.2,27.14,28.35,1,3,False
C00660,D064,28,3.7,28,6,4,2.3,58.27,44.11,3,1,False
C00661,D001,21,0.4,21,1,0,0.3,45.97,12.06,0,1,False
C00662,D037,15,0.6,15,1,0,1.9,0.0,6.47,0,0,False
C00663,D081,47,1.0,47,3,2,2.3,20.44,13.64,1,2,False
C00664,D052,3,7.5,3,9,6,2.5,53.82,42.01,0,1,False
C00665,D094,13,3.6,13,8,4,11.3,70.42,42.89,1,2,False
C00666,D047,5,0.1,5,4,1,2.5,13.04,14.51,1,0,False
C00667,D076,29,5.6,29,4,3,30.0,53.79,35.89,1,0,False
C00668,D067,1,2.8,1,4,3,9.8,24.19,36.86,0,1,False
C00669,D012,11,3.6,11,3,2,7.7,8.94,24.16,0,2,False
C00670,D030,17,1.2,17,3,1,3.3,10.69,10.41,0,1,False
C00671,D067,4,4.0,4,3,2,2.7,28.57,24.82,1,0,False
C00672,D009,6,19.4,6,0,0,1.6,1.31,2.5,0,2,False
C00673,D061,12,0.4,12,4,3,4.3,21.04,14.54,2,4,False
C00674,D017,31,1.7,31,4,2,21.2,40.81,19.12,0,3,False
C00675,D030,4,1.4,4,1,0,6.8,0.0,7.09,0,1,False
C00676,D060,5,1.4,5,3,2,3.4,1.87,12.64,0,2,False
C00677,D054,37,2.4,37,0,0,0.2,45.16,9.83,0,1,False
C00678,D031,9,8.5,9,2,1,3.0,29.47,8.09,0,1,False
C00679,D005,5,12.2,5,9,4,0.1,66.15,39.43,2,1,False
C00680,D064,25,1.1,25,6,3,12.9,55.84,36.72,2,4,False
C00681,D078,7,3.9,7,3,1,2.7,54.13,14.0,1,0,False
C00682,D011,34,5.1,34,4,3,5.0,29.69,20.67,0,1,False
C00683,D084,6,3.7,6,6,3,14.2,44.5,21.25,2,2,False
C00684,D068,10,2.8,10,0,0,5.2,40.01,14.65,0,2,False
C00685,D042,31,1.1,31,5,4,2.5,51.68,13.12,3,1,False
C00686,D067,9,3.3,9,3,2,7.9,50.53,14.63,3,0,False
C00687,D031,25,2.6,25,0,0,0.3,0.0,2.69,0,0,False
C00688,D003,11,7.9,11,2,1,11.4,23.88,16.95,0,1,False
C00689,D082,88,7.2,88,3,1,0.8,29.5,23.48,3,1,False
C00690,D038,58,0.7,58,0,0,7.1,0.0,9.89,1,1,False
C00691,D077,3,0.5,3,4,2,3.6,13.31,12.58,1,0,False
C00692,D016,20,11.9,20,6,5,10.9,0.7,18.36,0,3,False
C00693,D042,5,3.8,5,7,6,13.6,65.82,42.2,2,1,False
C00694,D072,14,9.8,14,3,2,9.5,0.0,14.93,0,3,False
C00695,D036,13,0.3,13,4,1,8.3,41.33,19.62,2,2,False
C00696,D039,4,3.7,4,2,1,0.1,0.0,8.13,0,2,False
C00697,D032,35,3.9,35,4,3,1.1,3.63,18.08,1,0,False
C00698,D035,14,9.9,14,5,3,3.8,49.41,22.21,1,2,False
C00699,D100,9,0.5,9,2,1,11.6,21.78,17.07,1,2,False
C00700,D053,7,1.4,7,0,0,6.0,0.0,4.24,0,1,False
C00701,D081,14,2.6,14,6,2,1.0,11.37,20.6,1,2,False
C00702,D084,18,10.0,18,4,2,10.0,1.88,11.26,0,2,False
C00703,D063,10,14.0,10,0,0,0.1,25.85,1.1,0,0,False
C00704,D065,1,24.6,1,4,3,0.6,18.16,8.89,0,3,False
C00705,D038,12,16.0,12,7,5,1.1,61.68,31.79,1,3,False
C00706,D026,2,0.0,2,4,2,0.3,0.0,11.08,0,2,False
C00707,D070,9,0.2,9,3,1,20.8,66.57,25.44,0,2,False
C00708,D044,2,0.8,2,5,2,2.7,19.81,19.07,1,2,False
C00709,D091,2,2.1,2,1,0,13.9,0.0,15.02,0,4,False
C00710,D045,41,8.9,41,2,1,2.2,6.42,10.23,1,1,False
C00711,D025,8,11.2,8,11,9,5.7,74.63,38.89,2,1,False
C00712,D038,8,1.0,8,8,5,19.6,80.01,43.04,1,1,False
C00713,D051,19,4.8,19,5,3,4.3,13.3,23.08,1,2,False
C00714,D056,8,12.5,8,3,1,4.6,30.11,20.94,0,1,False
C00715,D063,99,3.1,99,4,2,4.8,1.52,7.6,0,2,False
C00716,D059,9,0.5,9,3,2,7.5,10.77,17.22,1,3,False
C00717,D084,17,3.1,17,3,2,8.8,76.19,18.71,0,3,False
C00718,D030,32,2.4,32,0,0,2.7,5.38,8.79,0,3,False
C00719,D027,60,4.3,60,5,4,2.3,93.05,43.48,1,2,False
C00720,D072,5,2.9,5,5,4,0.9,36.61,23.71,1,1,False
C00721,D058,8,0.1,8,5,2,11.0,35.17,26.56,0,2,False
C00722,D024,43,25.6,43,4,3,8.0,58.82,19.84,0,0,False
C00723,D052,27,3.9,27,5,4,4.6,70.14,25.07,0,0,False
C00724,D028,35,3.2,35,5,4,1.8,15.44,13.56,1,0,False
C00725,D086,3,15.5,3,4,3,18.9,67.31,27.55,0,1,False
C00726,D071,57,0.8,57,0,0,1.5,14.03,11.45,0,2,False
C00727,D032,5,1.0,5,9,7,2.7,44.7,29.19,0,0,False
C00728,D011,14,8.3,14,4,2,5.0,25.61,12.41,0,3,False
C00729,D001,10,1.5,10,6,4,1.2,53.56,23.49,0,1,False
C00730,D047,5,8.0,5,3,2,5.8,62.73,18.45,0,3,False
C00731,D066,2,1.6,2,2,1,3.7,0.0,7.56,0,1,False
C00732,D090,2,0.2,2,10,5,15.1,65.81,41.1,1,0,False
C00733,D059,13,3.6,13,2,1,1.9,0.0,15.86,0,4,False
C00734,D086,2,1.1,2,4,3,6.9,23.32,20.86,2,3,False
C00735,D081,3,7.1,3,3,2,5.6,53.42,32.64,3,0,False
C00736,D055,9,5.1,9,6,4,6.9,44.0,35.11,2,3,False
C00737,D067,1,12.9,1,8,7,12.9,68.53,33.32,1,3,False
C00738,D068,26,7.6,26,3,2,3.2,33.61,10.34,0,1,False
C00739,D009,1,1.0,1,1,0,1.3,51.46,12.49,2,0,False
C00740,D022,11,8.1,11,2,1,1.3,3.69,15.24,0,2,False
C00741,D024,12,5.1,12,5,3,21.2,74.62,34.81,2,1,False
C00742,D020,20,5.5,20,9,7,26.2,32.68,46.15,1,1,False
C00743,D032,11,8.9,11,6,4,4.2,34.67,27.24,3,2,False
C00744,D059,91,4.3,91,0,0,1.6,0.0,2.66,0,0,False
C00745,D087,15,3.1,15,8,3,8.6,77.45,42.66,0,0,False
C00746,D001,34,5.1,34,2,1,12.3,0.0,21.68,1,2,False
C00747,D027,5,1.8,5,0,0,0.9,30.48,14.63,1,0,False
C00748,D094,13,1.0,13,6,3,7.9,0.0,18.24,0,3,False
C00749,D056,57,4.8,57,5,2,3.3,34.78,20.63,0,2,False
C00750,D017,9,1.3,9,9,5,8.4,65.02,40.08,0,2,False
